date,II/112/1,II/113/1,II/114/1,II/131/1,II/132/1,II/292/1,II/297/1,II/298/1,II/472/1,II/924/1,II/931/1,II/949/1,II/951/1,II/952/1,II/957/1,II/1345/1,II/1346/1,II/1351/1,II/1352/1
2001-11-11,9.65,31.96,29.35,16.86,48.15,12.07,5.1,33.5,28.54,5.42,3.15,,,,,,,,
2001-11-18,9.66,31.91,29.44,16.96,48.25,12.05,5.2,33.45,28.57,5.41,3.16,,,,,,,,
2001-11-25,9.66,31.86,29.3,16.91,48.2,12.08,5.2,33.45,28.5,5.39,3.15,,,,,,,,
2001-12-02,9.63,31.8,29.44,16.86,48.25,12.07,5.0,33.45,28.46,5.38,3.17,,,,,,,,
2001-12-09,9.67,31.83,29.52,16.91,48.3,12.08,5.0,33.48,28.57,5.37,3.19,,,,,,,,
2001-12-16,9.69,31.86,29.52,16.81,48.25,12.07,5.2,33.52,28.7,5.38,3.2,,,,,,,,
2001-12-23,9.64,31.89,29.49,16.96,48.35,12.05,5.24,33.5,28.6,5.36,3.2,,,,,,,,
2001-12-30,9.54,31.91,29.5,17.06,48.4,12.03,5.28,33.52,28.48,5.34,3.22,,,,,,,,
2002-01-06,9.58,31.95,29.5,17.11,48.45,12.06,5.31,33.55,28.41,5.33,3.21,,,,,,,,
2002-01-13,9.65,31.93,29.46,17.06,48.4,12.08,5.3,33.58,28.46,5.34,3.21,,,,,,,,
2002-01-20,9.65,31.9,29.62,17.01,48.45,12.04,5.37,33.6,28.52,5.36,3.22,,,,,,,,
2002-01-27,9.58,31.88,29.46,17.06,48.35,12.03,5.0,33.6,28.4,5.35,3.22,,,,,,,,
2002-02-03,9.57,31.82,29.54,16.86,48.25,12.0,4.86,33.6,28.42,5.33,3.23,,,,,,,,
2002-02-10,9.65,31.8,29.45,16.71,48.15,12.02,4.86,33.5,28.46,5.31,3.22,,,,,,,,
2002-02-17,9.6,31.77,29.57,16.66,48.2,12.0,4.9,33.5,28.36,5.3,3.21,,,,,,,,
2002-02-24,9.65,31.75,29.48,16.71,48.15,12.03,4.8,33.45,28.42,5.3,3.21,,,,,,,,
2002-03-03,9.59,31.74,29.45,16.66,48.1,12.0,4.77,33.4,28.36,5.29,3.2,,,,,,,,
2002-03-10,9.59,31.74,29.45,16.61,48.05,12.02,4.8,33.4,28.35,5.3,3.19,,,,,,,,
2002-03-17,9.58,31.76,29.47,16.76,48.15,12.03,4.77,33.45,28.35,5.29,3.18,,,,,,,,
2002-03-24,9.6,31.78,29.36,16.81,48.1,12.0,4.93,33.5,28.31,5.27,3.2,,,,,,,,
2002-03-31,9.62,31.81,29.35,16.91,48.25,11.95,4.95,33.5,28.39,5.25,3.21,,,,,,,,
2002-04-07,9.62,31.82,29.26,17.01,48.3,11.92,5.05,33.5,28.38,5.26,3.2,,,,,,,,
2002-04-14,9.6,31.78,29.3,17.06,48.35,11.95,5.3,33.45,28.37,5.29,3.19,,,,,,,,
2002-04-21,9.57,31.75,29.57,16.96,48.4,11.97,5.6,33.5,28.4,5.32,3.2,,,,,,,,
2002-04-28,9.66,31.89,29.54,17.11,48.35,11.94,5.22,33.5,28.46,5.35,3.22,,,,,,,,
2002-05-05,9.6,31.8,29.58,17.06,48.4,11.95,5.24,33.5,28.27,5.36,3.23,,,,,,,,
2002-05-12,9.61,31.86,29.64,17.16,48.45,11.9,5.38,33.5,28.36,5.33,3.22,,,,,,,,
2002-05-19,9.63,31.9,29.56,17.21,48.5,11.93,5.46,33.55,28.36,5.35,3.2,,,,,,,,
2002-05-26,9.65,31.97,29.69,17.26,48.55,11.82,5.53,33.55,28.41,5.36,3.18,,,,,,,,
2002-06-02,9.67,31.97,29.64,17.16,48.5,11.8,5.6,33.55,28.35,5.4,3.16,,,,,,,,
2002-06-09,9.65,32.06,29.67,17.01,48.35,11.78,5.45,33.55,28.37,5.37,3.17,,,,,,,,
2002-06-16,9.59,31.99,29.6,16.86,48.3,11.8,5.2,33.55,28.34,5.39,3.19,,,,,,,,
2002-06-23,9.61,32.01,29.6,16.66,48.1,11.85,5.05,33.55,28.46,5.35,3.19,,,,,,,,
2002-06-30,9.67,32.04,29.65,16.86,48.25,11.85,5.21,33.58,28.46,5.37,3.21,,,,,,,,
2002-07-07,9.65,32.05,29.6,16.91,48.25,11.9,5.27,33.6,28.41,5.41,3.2,,,,,,,,
2002-07-14,9.67,32.07,29.55,17.06,48.4,11.87,5.4,33.6,28.46,5.4,3.2,,,,,,,,
2002-07-21,9.72,32.1,29.68,17.01,48.35,11.82,5.5,33.6,28.48,5.43,3.31,,,,,,,,
2002-07-28,9.65,32.14,29.84,17.06,48.45,11.7,5.3,33.6,28.55,5.45,3.31,,,,,,,,
2002-08-04,9.69,32.18,29.88,17.01,48.35,11.68,5.42,33.6,28.53,5.42,3.3,,,,,,,,
2002-08-11,9.67,32.21,29.78,17.11,48.45,11.7,5.55,33.6,28.54,5.47,3.29,,,,,,,,
2002-08-18,9.64,32.23,29.68,17.06,48.4,11.82,5.65,33.65,28.55,5.51,3.29,,,,,,,,
2002-08-25,9.7,32.26,29.78,17.16,48.45,11.85,5.7,33.7,28.65,5.44,3.3,,,,,,,,
2002-09-01,9.71,32.47,29.88,17.26,48.55,11.9,5.8,33.74,28.64,5.46,3.31,,,,,,,,
2002-09-08,9.72,32.43,29.78,17.31,48.6,11.89,5.9,33.75,28.68,5.48,3.3,,,,,,,,
2002-09-15,9.7,32.4,29.67,17.36,48.65,11.9,5.95,33.75,28.68,5.53,3.29,,,,,,,,
2002-09-22,9.72,32.37,29.83,17.26,48.6,11.92,5.97,33.8,28.62,5.56,3.29,,,,,,,,
2002-09-29,9.73,32.33,29.87,17.21,48.65,11.9,5.96,33.82,28.7,5.58,3.28,,,,,,,,
2002-10-06,9.72,32.29,29.93,17.26,48.7,11.94,5.9,33.85,28.74,5.5,3.29,,,,,,,,
2002-10-13,9.69,32.25,29.84,17.16,48.65,11.92,5.9,33.85,28.64,5.6,3.29,,,,,,,,
2002-10-20,9.69,32.22,29.9,17.21,48.55,11.9,5.88,33.9,28.56,5.62,3.3,,,,,,,,
2002-10-27,9.68,32.14,29.91,17.26,48.6,11.98,5.85,34.0,28.44,5.59,3.32,,,,,,,,
2002-11-03,9.64,32.1,29.96,17.16,48.65,11.95,5.8,34.02,28.54,5.63,3.31,,,,,,,,
2002-11-10,9.64,32.03,30.01,17.11,48.6,11.97,5.62,34.02,28.42,5.65,3.29,,,,,,,,
2002-11-17,9.61,31.98,29.75,17.06,48.55,11.95,5.6,33.95,28.36,5.68,3.28,,,,,,,,
2002-11-24,9.64,31.91,29.85,17.11,48.55,11.94,5.62,33.95,28.36,5.66,3.29,,,,,,,,
2002-12-01,9.65,31.85,29.82,17.16,48.6,11.92,5.57,33.95,28.4,5.69,3.3,,,,,,,,
2002-12-08,9.65,31.85,29.66,17.21,48.55,11.95,5.5,33.95,28.42,5.74,3.33,,,,,,,,
2002-12-15,9.72,31.89,29.71,17.26,48.6,11.96,5.55,33.95,28.46,5.76,3.34,,,,,,,,
2002-12-22,9.68,31.92,29.64,17.31,48.75,11.98,5.65,33.95,28.5,5.79,3.36,,,,,,,,
2002-12-29,9.66,31.94,29.58,17.26,48.7,11.94,5.7,34.0,28.46,5.8,3.37,,,,,,,,
2003-01-05,9.6,31.95,29.51,17.36,48.75,11.92,5.73,34.0,28.4,5.81,3.38,,,,,,,,
2003-01-12,9.63,31.9,29.58,17.31,48.75,11.98,5.75,34.0,28.46,5.82,3.44,,,,,,,,
2003-01-19,9.67,31.96,29.68,17.36,48.8,12.06,5.78,34.05,28.5,5.84,3.45,,,,,,,,
2003-01-26,9.63,31.97,29.62,17.31,48.75,12.09,5.71,34.14,28.44,5.88,3.45,,,,,,,,
2003-02-02,9.67,31.97,29.66,17.26,48.7,12.15,5.67,34.14,28.58,5.91,3.47,,,,,,,,
2003-02-09,9.64,31.97,29.66,17.31,48.75,12.19,5.6,34.15,28.58,5.95,3.48,,,,,,,,
2003-02-16,9.67,31.98,29.82,17.36,48.75,12.22,5.73,34.15,28.6,5.93,3.49,,,,,,,,
2003-02-23,9.69,31.99,29.78,17.31,48.8,12.25,5.8,34.15,28.64,5.89,3.5,,,,,,,,
2003-03-02,9.7,32.0,29.75,17.36,48.8,12.29,5.85,34.15,28.54,5.94,3.5,,,,,,,,
2003-03-09,9.65,31.97,29.75,17.41,48.75,12.3,5.81,34.2,28.48,6.05,3.51,,,,,,,,
2003-03-16,9.66,31.95,29.74,17.36,48.85,12.32,5.75,34.25,28.46,6.07,3.51,,,,,,,,
2003-03-23,9.67,31.92,29.75,17.31,48.8,12.35,5.63,34.28,28.46,6.04,3.53,,,,,,,,
2003-03-30,9.67,31.89,29.83,17.26,48.75,12.38,5.56,34.28,28.44,6.08,3.53,,,,,,,,
2003-04-06,9.64,31.93,29.78,17.26,48.8,12.43,5.55,34.25,28.38,6.16,3.54,,,,,,,,
2003-04-13,9.65,31.92,29.74,17.21,48.75,12.42,5.6,34.25,28.38,6.19,3.55,,,,,,,,
2003-04-20,9.69,31.9,29.92,17.21,48.8,12.4,5.51,34.28,28.51,6.12,3.56,,,,,,,,
2003-04-27,9.67,31.89,29.81,17.26,48.75,12.43,5.52,34.28,28.48,6.2,3.56,,,,,,,,
2003-05-04,9.65,31.84,29.8,17.21,48.8,12.45,5.6,34.3,28.44,6.22,3.57,,,,,,,,
2003-05-11,9.7,31.86,29.86,17.31,48.75,12.48,5.65,34.3,28.46,6.2,3.56,,,,,,,,
2003-05-18,9.68,31.89,29.83,17.26,48.7,12.47,5.65,34.32,28.43,6.26,3.58,,,,,,,,
2003-05-25,9.66,31.89,29.78,17.21,48.75,12.49,5.5,34.35,28.44,6.29,3.59,,,,,,,,
2003-06-01,9.67,31.89,29.79,17.16,48.7,12.5,5.51,34.35,28.46,6.31,3.59,,,,,,,,
2003-06-08,9.68,31.88,29.83,17.31,48.8,12.48,5.63,34.38,28.46,6.32,3.58,,,,,,,,
2003-06-15,9.71,31.94,29.92,17.41,48.85,12.5,5.74,34.4,28.46,6.35,3.59,,,,,,,,
2003-06-22,9.74,31.95,29.85,17.36,48.85,12.5,5.84,34.4,28.46,6.37,3.6,,,,,,,,
2003-06-29,9.73,31.95,29.8,17.46,48.9,12.49,5.92,34.45,28.46,6.38,3.62,,,,,,,,
2003-07-06,9.73,31.96,29.74,17.51,48.85,12.5,6.02,34.45,28.41,6.43,3.61,,,,,,,,
2003-07-13,9.75,31.97,29.85,17.46,48.95,12.48,6.01,34.45,28.48,6.37,3.61,,,,,,,,
2003-07-20,9.76,31.98,29.88,17.51,48.95,12.49,6.07,34.48,28.51,6.4,3.61,,,,,,,,
2003-07-27,9.78,31.99,29.97,17.56,49.05,12.5,6.17,34.5,28.54,6.44,3.62,,,,,,,,
2003-08-03,9.76,32.0,29.94,17.56,49.05,12.52,6.28,34.53,28.5,6.49,3.63,,,,,,,,
2003-08-10,9.77,32.01,29.98,17.56,49.1,12.56,6.2,34.53,28.6,6.46,3.63,,,,,,,,
2003-08-17,9.79,32.02,30.03,17.61,49.05,12.54,6.3,34.58,28.58,6.52,3.62,,,,,,,,
2003-08-24,9.8,32.04,30.08,17.66,49.1,12.55,6.35,34.6,28.6,6.54,3.62,,,,,,,,
2003-08-31,9.78,32.02,30.05,17.71,49.15,12.56,6.37,34.6,28.56,6.57,3.63,,,,,,,,
2003-09-07,9.79,32.01,30.05,17.66,49.1,12.54,6.4,34.6,28.54,6.59,3.63,,,,,,,,
2003-09-14,9.79,32.06,29.96,17.66,49.1,12.56,6.41,34.65,28.56,6.62,3.65,,,,,,,,
2003-09-21,9.81,32.1,29.91,17.71,49.05,12.58,6.45,34.7,28.56,6.58,3.65,,,,,,,,
2003-09-28,9.78,32.1,29.85,17.71,49.15,12.56,6.5,34.75,28.6,6.63,3.64,,,,,,,,
2003-10-05,9.79,32.06,30.07,17.66,49.1,12.57,6.5,34.68,28.64,6.67,3.66,,,,,,,,
2003-10-12,9.74,31.94,29.9,17.56,49.1,12.53,6.4,34.7,28.52,6.66,3.66,,,,,,,,
2003-10-19,9.78,32.04,29.96,17.61,49.15,12.56,6.34,34.75,28.62,6.62,3.68,,,,,,,,
2003-10-26,9.73,31.96,30.08,17.61,49.1,12.62,6.34,34.8,28.57,6.69,3.66,,,,,,,,
2003-11-02,9.76,31.99,29.92,17.56,49.15,12.67,6.36,34.8,28.53,6.67,3.65,,,,,,,,
2003-11-09,9.74,31.98,30.07,17.61,49.15,12.7,6.35,34.8,28.72,6.73,3.67,,,,,,,,
2003-11-16,9.79,31.96,30.04,17.66,49.15,12.74,6.33,34.85,28.68,6.78,3.68,,,,,,,,
2003-11-23,9.73,31.95,30.0,17.61,49.1,12.78,6.32,34.85,28.6,6.82,3.66,,,,,,,,
2003-11-30,9.74,31.94,30.03,17.76,49.2,12.84,6.32,34.85,28.56,6.84,3.65,,,,,,,,
2003-12-07,9.76,31.94,29.99,17.76,49.25,12.86,6.38,34.85,28.6,6.83,3.67,,,,,,,,
2003-12-14,9.79,31.91,30.0,17.66,49.25,12.87,6.36,34.85,28.64,6.81,3.68,,,,,,,,
2003-12-21,9.69,31.9,29.99,17.56,49.2,12.85,6.3,34.85,28.6,6.86,3.66,,,,,,,,
2003-12-28,9.71,31.9,29.99,17.61,49.15,12.89,6.16,34.9,28.68,6.9,3.66,,,,,,,,
2004-01-04,9.73,31.88,30.0,17.66,49.2,12.87,6.15,34.9,28.62,6.94,3.67,,,,,,,,
2004-01-11,9.73,31.93,29.95,17.66,49.2,12.85,6.1,34.8,28.64,6.96,3.65,,,,,,,,
2004-01-18,9.69,31.9,29.87,17.66,49.25,12.86,6.0,34.8,28.62,6.98,3.64,,,,,,,,
2004-01-25,9.72,31.9,29.92,17.56,49.25,12.87,5.95,34.8,28.66,6.97,3.64,,,,,,,,
2004-02-01,9.7,31.86,29.98,17.51,49.3,12.86,5.9,34.85,28.62,7.0,3.65,,,,,,,,
2004-02-08,9.68,31.85,29.99,17.41,49.25,12.87,5.92,34.85,28.6,7.03,3.66,,,,,,,,
2004-02-15,9.71,31.84,29.93,17.21,48.95,12.89,5.6,34.9,28.58,7.09,3.65,,,,,,,,
2004-02-22,9.67,31.84,29.94,17.31,49.0,12.87,5.62,34.95,28.56,7.06,3.67,,,,,,,,
2004-02-29,9.72,31.83,29.9,17.26,48.95,12.89,5.55,34.95,28.46,7.1,3.64,,,,,,,,
2004-03-07,9.71,31.83,29.93,17.31,49.05,12.86,5.62,34.95,28.58,7.09,3.64,,,,,,,,
2004-03-14,9.72,31.84,29.9,17.36,49.05,12.87,5.62,34.95,28.6,7.07,3.65,,,,,,,,
2004-03-21,9.69,31.84,29.95,17.26,49.0,12.85,5.43,34.9,28.62,7.08,3.63,,,,,,,,
2004-03-28,9.71,31.85,29.84,16.91,48.85,12.87,5.4,34.9,28.46,7.16,3.64,,,,,,,,
2004-04-04,9.7,31.86,29.94,16.86,48.9,12.88,5.2,34.9,28.54,7.14,3.64,,,,,,,,
2004-04-11,9.7,31.86,29.86,16.96,48.65,12.9,5.25,34.9,28.51,7.18,3.66,,,,,,,,
2004-04-18,9.72,31.86,29.81,17.06,48.75,12.91,5.25,34.95,28.4,7.16,3.67,,,,,,,,
2004-04-25,9.67,31.87,29.79,17.16,48.65,12.86,5.3,34.95,28.34,7.22,3.66,,,,,,,,
2004-05-02,9.71,31.86,29.76,17.11,48.75,12.82,5.2,34.95,28.52,7.14,3.65,,,,,,,,
2004-05-09,9.68,31.86,29.74,17.11,48.8,12.81,5.1,34.65,28.5,7.21,3.66,,,,,,,,
2004-05-16,9.69,31.86,29.8,17.06,48.75,12.8,5.15,34.65,28.46,7.17,3.68,,,,,,,,
2004-05-23,9.73,31.86,29.77,17.16,48.75,12.81,5.1,34.7,28.46,7.11,3.69,,,,,,,,
2004-05-30,9.74,31.86,29.74,17.21,48.8,12.82,5.2,34.7,28.48,7.16,3.67,,,,,,,,
2004-06-06,9.76,31.9,29.88,17.36,48.85,12.8,5.3,34.7,28.53,7.19,3.68,,,,,,,,
2004-06-13,9.76,31.87,29.91,17.41,48.9,12.77,5.5,34.75,28.54,7.23,3.69,,,,,,,,
2004-06-20,9.83,31.87,29.9,17.46,48.95,12.72,5.55,34.8,28.5,7.2,3.7,,,,,,,,
2004-06-27,9.74,31.87,29.89,17.36,48.9,12.69,5.65,34.8,28.44,7.26,3.68,,,,,,,,
2004-07-04,9.77,31.9,29.93,17.51,48.95,12.68,5.65,34.8,28.5,7.22,3.68,,,,,,,,
2004-07-11,9.79,31.89,29.9,17.51,49.0,12.67,5.65,34.8,28.53,7.24,3.67,,,,,,,,
2004-07-18,9.74,31.88,29.81,17.56,49.0,12.66,5.75,34.75,28.44,7.27,3.66,,,,,,,,
2004-07-25,9.78,31.88,29.72,17.56,49.05,12.63,5.8,34.8,28.48,7.25,3.67,,,,,,,,
2004-08-01,9.79,31.89,29.77,17.61,49.05,12.65,5.95,34.8,28.48,7.23,3.68,,,,,,,,
2004-08-08,9.79,31.9,29.81,17.56,49.1,12.64,6.05,34.85,28.54,7.27,3.69,,,,,,,,
2004-08-15,9.8,31.92,29.81,17.61,49.05,12.68,6.15,34.9,28.52,7.28,3.71,,,,,,,,
2004-08-22,9.79,31.94,29.89,17.66,49.1,12.74,6.1,34.9,28.52,7.26,3.7,,,,,,,,
2004-08-29,9.82,31.95,29.9,17.66,49.15,12.72,6.05,34.9,28.56,7.24,3.7,,,,,,,,
2004-09-05,9.79,31.97,29.99,17.71,49.15,12.8,6.2,34.95,28.56,7.29,3.69,,,,,,,,
2004-09-12,9.83,31.98,30.04,17.71,49.25,12.82,6.3,35.0,28.56,7.27,3.69,,,,,,,,
2004-09-19,9.81,32.0,29.99,17.76,49.2,12.8,6.3,35.0,28.56,7.31,3.7,,,,,,,,
2004-09-26,9.84,32.06,29.96,17.76,49.25,12.81,6.32,34.95,28.56,7.26,3.7,,,,,,,,
2004-10-03,9.82,32.06,30.02,17.71,49.25,12.83,6.3,35.0,28.66,7.29,3.71,,,,,,,,
2004-10-10,9.83,32.03,30.07,17.76,49.2,12.83,6.34,35.0,28.66,7.3,3.7,,,,,,,,
2004-10-17,9.81,32.01,30.05,17.71,49.25,12.82,6.36,35.1,28.7,7.32,3.7,,,,,,,,
2004-10-24,9.77,31.97,30.05,17.66,49.2,12.8,6.32,35.1,28.62,7.31,3.69,,,,,,,,
2004-10-31,9.8,32.0,29.94,17.71,49.2,12.79,6.32,35.1,28.6,7.33,3.71,,,,,,,,
2004-11-07,9.8,32.0,30.05,17.76,49.25,12.8,6.36,35.15,28.55,7.32,3.71,,,,,3.51,39.02,,
2004-11-14,9.81,32.01,30.05,17.71,49.25,12.84,6.36,35.1,28.56,7.34,3.7,,,,,3.5,39.02,,
2004-11-21,9.84,32.01,30.04,17.76,49.2,12.85,6.34,35.15,28.6,7.36,3.7,,,,,3.48,39.02,,
2004-11-28,9.79,32.02,30.03,17.66,49.25,12.82,6.22,35.15,28.62,7.35,3.71,,,,,3.39,39.02,,
2004-12-05,9.76,32.03,29.98,17.61,49.2,12.83,6.1,35.1,28.64,7.34,3.7,,,,,3.34,39.02,,
2004-12-12,9.8,32.01,29.95,17.66,49.25,12.89,6.08,35.15,28.66,7.37,3.71,,,,,3.35,39.02,,
2004-12-19,9.82,32.0,29.92,17.66,49.25,12.95,6.07,35.15,28.7,7.39,3.72,,,,,3.41,39.02,,
2004-12-26,9.78,31.97,29.88,17.61,49.2,12.94,6.11,35.15,28.68,7.37,3.72,,,,,3.43,39.03,,
2005-01-02,9.74,31.95,29.91,17.66,49.25,13.01,5.98,35.15,28.62,7.4,3.73,,,,,3.45,39.03,,
2005-01-09,9.76,31.98,29.88,17.61,49.2,13.01,6.0,35.2,28.62,7.42,3.72,,,,,3.32,39.06,,
2005-01-16,9.76,31.98,29.97,17.56,49.15,13.02,5.81,35.25,28.66,7.41,3.71,,,,,3.25,39.05,,
2005-01-23,9.77,31.96,29.99,17.51,49.15,13.02,5.72,35.25,28.64,7.43,3.71,,,,,3.31,39.04,,
2005-01-30,9.72,31.94,29.92,17.51,49.2,13.0,5.74,35.2,28.6,7.44,3.7,,,,,3.34,39.06,,
2005-02-06,9.77,31.91,29.99,17.56,49.15,13.04,5.77,35.2,28.58,7.46,3.71,,,,,3.39,39.02,,
2005-02-13,9.79,31.9,30.05,17.61,49.2,13.04,5.79,35.29,28.6,7.47,3.71,,,,,3.26,39.08,,
2005-02-20,9.65,31.9,29.85,17.56,49.15,13.05,5.67,35.08,28.62,7.49,3.72,,,,,3.22,39.1,,
2005-02-27,9.69,31.88,29.97,17.56,49.2,13.06,5.63,35.22,28.6,7.47,3.72,,,,,3.19,39.1,,
2005-03-06,9.69,31.88,29.98,17.51,49.2,13.04,5.59,35.26,28.56,7.48,3.73,,,,,3.16,39.1,,
2005-03-13,9.68,31.88,29.96,17.56,49.15,13.05,5.64,35.21,28.58,7.51,3.7,,,,,3.17,39.12,,
2005-03-20,9.7,31.87,29.92,17.61,49.25,13.09,5.67,35.31,28.6,7.51,3.69,,,,,3.09,39.12,,
2005-03-27,9.75,31.84,29.93,16.86,48.95,13.15,5.14,35.26,28.58,7.57,3.69,,,,,3.02,39.11,,
2005-04-03,9.73,31.81,29.92,17.06,48.85,13.18,5.19,35.23,28.59,7.49,3.68,,,,,2.94,39.09,,
2005-04-10,9.78,31.81,29.89,17.16,48.9,13.16,5.27,35.2,28.6,7.46,3.69,,,,,2.93,39.13,,
2005-04-17,9.77,31.8,29.86,17.11,48.85,13.14,5.31,35.26,28.58,7.52,3.7,,,,,2.96,39.04,,
2005-04-24,9.71,31.77,29.81,17.26,48.9,13.16,5.32,35.18,28.5,7.55,3.69,,,,,3.0,39.01,,
2005-05-01,9.76,31.73,29.84,17.36,49.0,13.15,5.45,35.19,28.46,7.47,3.68,,,,,3.06,38.98,,
2005-05-08,9.77,31.7,29.84,17.41,49.05,13.16,6.0,35.14,28.46,7.51,3.69,,,,,3.08,38.98,,
2005-05-15,9.71,31.67,29.79,17.36,48.95,13.11,5.81,35.19,28.48,7.53,3.69,,,,,3.03,38.98,,
2005-05-22,9.73,31.68,29.76,17.26,49.0,13.12,5.72,35.22,28.48,7.56,3.7,,,,,2.92,38.98,,
2005-05-29,9.8,31.69,29.78,17.31,49.05,13.1,5.74,35.2,28.46,7.55,3.7,,,,,3.05,39.01,,
2005-06-05,9.78,31.7,29.81,17.41,49.15,13.08,5.77,35.17,28.44,7.57,3.69,,,,,3.18,39.01,,
2005-06-12,9.78,31.69,29.71,17.41,49.1,13.11,5.54,35.21,28.42,7.55,3.68,,,,,3.14,38.98,,
2005-06-19,9.76,31.67,29.71,17.46,49.15,13.08,5.61,35.19,28.36,7.57,3.69,,,,,3.2,38.98,,
2005-06-26,9.79,31.6,29.68,17.56,49.15,13.09,5.67,35.28,28.36,7.56,3.7,,,,,3.24,38.99,,
2005-07-03,9.82,31.6,29.67,17.56,49.2,13.1,5.81,35.28,28.34,7.58,3.7,,,,,3.3,39.0,,
2005-07-10,9.82,31.64,29.72,17.66,49.2,13.12,5.92,35.28,28.4,7.59,3.72,,,,,3.32,39.01,,
2005-07-17,9.84,31.68,29.96,17.56,49.15,13.07,5.97,35.34,28.4,7.59,3.72,,,,,3.37,39.0,,
2005-07-24,9.82,31.69,29.98,17.66,49.25,13.05,5.98,35.31,28.36,7.57,3.73,,,,,3.4,39.01,,
2005-07-31,9.81,31.69,30.0,17.71,49.3,13.05,6.0,35.34,28.36,7.58,3.74,,,,,3.42,39.0,,
2005-08-07,9.8,31.69,29.93,17.76,49.35,13.03,6.05,35.37,28.4,7.6,3.75,,,,,3.38,39.02,,
2005-08-14,9.78,31.69,29.9,17.76,49.3,13.05,6.05,35.36,28.38,7.61,3.77,,,,,3.4,39.04,,
2005-08-21,9.81,31.72,29.82,17.76,49.4,13.05,6.12,35.41,28.42,7.62,3.79,,,,,3.37,39.06,,
2005-08-28,9.81,31.74,29.77,17.71,49.35,13.09,6.16,35.42,28.46,7.62,3.79,,,,,3.4,39.06,,
2005-09-04,9.81,31.74,29.79,17.66,49.3,13.1,6.02,35.46,28.56,7.61,3.81,,,,,3.43,39.07,,
2005-09-11,9.82,31.8,29.8,17.66,49.25,13.1,6.08,35.44,28.56,7.64,3.82,,,,,3.4,39.08,,
2005-09-18,9.77,31.85,29.75,17.61,49.25,13.08,6.18,35.43,28.5,7.63,3.83,,,,,3.43,39.08,,
2005-09-25,9.79,31.84,29.85,17.57,49.26,13.04,6.19,35.54,28.5,7.58,3.84,,,,,3.42,39.07,,
2005-10-02,9.81,31.84,30.05,17.65,49.27,13.05,6.2,35.52,28.54,7.61,3.84,,,,,3.43,39.08,,
2005-10-09,9.82,31.85,29.85,17.69,49.29,13.08,6.25,35.57,28.55,7.62,3.86,,,,,3.44,39.13,,
2005-10-16,9.85,31.87,29.85,17.71,49.33,13.1,6.31,35.56,28.58,7.63,3.87,,,,,3.46,39.11,,
2005-10-23,9.86,31.88,29.83,17.67,49.3,13.12,6.34,35.54,28.6,7.65,3.87,,,,,3.45,39.12,,
2005-10-30,9.82,31.88,29.79,17.72,49.38,13.1,6.37,35.56,28.62,7.68,3.88,,,,,3.47,39.13,,
2005-11-06,9.85,31.88,29.81,17.8,49.44,13.09,6.4,35.57,28.64,7.66,3.88,,,,,3.48,39.16,,
2005-11-13,9.86,31.9,29.82,17.83,49.49,13.14,6.43,35.6,28.56,7.67,3.88,14.65,6.9,4.25,,3.47,39.14,,14.58
2005-11-20,9.87,31.92,29.83,17.85,49.47,13.17,6.45,35.61,28.5,7.69,3.88,14.67,6.89,4.22,,3.45,39.11,,14.57
2005-11-27,9.85,31.91,29.84,17.86,49.52,13.18,6.47,35.64,28.48,7.71,3.87,14.7,6.88,4.25,,3.43,39.17,,14.6
2005-12-04,9.78,31.91,29.93,17.84,49.51,13.16,6.42,35.54,28.52,7.73,3.88,14.7,6.85,4.24,,3.41,39.16,,14.65
2005-12-11,9.8,31.8,29.93,17.81,49.48,13.19,6.36,35.58,28.52,7.72,3.88,14.72,6.86,4.25,,3.42,39.19,,14.66
2005-12-18,9.85,31.77,29.91,17.73,49.56,13.23,6.24,35.69,28.58,7.73,3.86,14.74,6.88,4.05,,3.4,39.21,,14.67
2005-12-25,9.77,31.79,29.89,17.72,49.52,13.25,6.15,35.7,28.58,7.66,3.87,14.75,6.88,4.0,,3.33,39.18,,14.68
2006-01-01,9.75,31.79,29.86,17.5,49.36,13.26,5.9,35.65,28.52,7.63,3.88,14.75,6.89,3.95,,3.28,39.16,,14.68
2006-01-08,9.74,31.81,29.76,17.67,49.37,13.27,5.96,35.65,28.52,7.65,3.87,14.7,6.88,3.9,,3.19,39.16,,14.65
2006-01-15,9.81,31.82,29.86,17.55,49.31,13.29,5.84,35.69,28.56,7.68,3.87,14.7,6.85,3.8,,3.23,39.18,,14.6
2006-01-22,9.77,31.82,29.82,17.57,49.29,13.31,5.76,35.64,28.46,7.71,3.88,14.7,6.85,3.8,,3.25,39.21,,14.59
2006-01-29,9.76,31.81,29.86,17.6,49.27,13.33,5.88,35.81,28.66,7.75,3.89,14.72,6.84,3.9,,3.22,39.2,,14.62
2006-02-05,9.79,31.8,29.89,17.62,49.31,13.31,5.86,35.62,28.6,7.78,3.89,14.75,6.82,3.9,,3.2,39.21,,14.65
2006-02-12,9.81,31.8,29.89,17.73,49.39,13.32,5.91,35.56,28.52,7.77,3.87,14.76,6.9,3.95,,3.19,39.21,,14.67
2006-02-19,9.78,31.8,29.92,17.69,49.37,13.33,5.88,35.7,28.5,7.76,3.88,14.77,6.85,3.95,,3.16,39.22,,14.66
